source_name,target_name,rating,time,str_time
Judy Davis,Eddie Curry,1,1346791216,2012-09-05 5:40
Calvin Grace,Roberto Havard,-1,1346792394,2012-09-05 5:59
Judy Davis,John Estes,1,1346792908,2012-09-05 6:08
John Estes,Judy Davis,1,1346792916,2012-09-05 6:08
Calvin Grace,Jana Bennett,5,1346797551,2012-09-05 7:25
Daniel Skipper,Rosemary Wilson,7,1346799091,2012-09-05 7:51
John Spellman,Joseph Tyler,1,1346801420,2012-09-05 8:30
Roberto Staley,Maria Williams,1,1346805103,2012-09-05 9:31
Maria Williams,Roberto Staley,1,1346805211,2012-09-05 9:33
Roberto Staley,Catherine Cowett,1,1346812087,2012-09-05 11:28
Jana Bennett,Sally David,2,1346812450,2012-09-05 11:34
Michael Ashford,Denise Souza,1,1346816057,2012-09-05 12:34
Denise Souza,Michael Ashford,1,1346816206,2012-09-05 12:36
Catherine Cowett,Roberto Staley,1,1346818974,2012-09-05 13:22
Clarence Guy,Julie Goldberg,10,1346820984,2012-09-05 13:56
Leigh Wedemeyer,Edward Ward,1,1346825590,2012-09-05 15:13
Edward Ward,Leigh Wedemeyer,1,1346825601,2012-09-05 15:13
Daniel Johnson,Stephen Garcia,3,1346836368,2012-09-05 18:12
Stephen Garcia,Daniel Johnson,2,1346836410,2012-09-05 18:13
Daniel Johnson,Cindy Teano,1,1346838681,2012-09-05 18:51
Cindy Teano,Daniel Johnson,1,1346839378,2012-09-05 19:02
Jeff Crowder,Stephen Garcia,1,1346839411,2012-09-05 19:03
Leigh Wedemeyer,Leon Ledbetter,1,1346864975,2012-09-06 2:09
Dorothy Cline,Leigh Wedemeyer,1,1346865383,2012-09-06 2:16
Leigh Wedemeyer,Dorothy Cline,1,1346865775,2012-09-06 2:22
Harriet Eddie,Sarah Rivera,1,1346868178,2012-09-06 3:02
Sarah Rivera,Harriet Eddie,1,1346868206,2012-09-06 3:03
Sarah Rivera,Bryan Parker,1,1346877597,2012-09-06 5:39
James Leal,Woodrow Pierce,1,1346884476,2012-09-06 7:34
Robert Hesselschward,William Wallace,1,1346887251,2012-09-06 8:20
William Wallace,Robert Hesselschward,1,1346887361,2012-09-06 8:22
Donny Hutchinson,Lisa Terry,-10,1346889660,2012-09-06 9:00
Alan Smith,Lisa Terry,-10,1346890182,2012-09-06 9:09
Alan Smith,Judy Davis,3,1346890534,2012-09-06 9:15
John Estes,Douglas Garcia,2,1346907563,2012-09-06 13:59
John Estes,Ollie Liddell,1,1346911696,2012-09-06 15:08
Jody Jarvis,Cindy Teano,1,1346914638,2012-09-06 15:57
Audrey Cann,Sandra Mello,4,1346915855,2012-09-06 16:17
Audrey Cann,Lisa Terry,-10,1346916202,2012-09-06 16:23
Sandra Mello,Audrey Cann,4,1346932620,2012-09-06 20:57
Sandra Felix,Amanda Johnson,4,1346937244,2012-09-06 22:14
Amanda Johnson,Bill Ristau,1,1346937360,2012-09-06 22:15
Sandra Felix,Dolores English,1,1346937496,2012-09-06 22:18
Dolores English,Bill Ristau,2,1346937526,2012-09-06 22:18
Sandra Felix,Terry Rolle,4,1346937679,2012-09-06 22:21
Terry Rolle,Bill Ristau,4,1346937704,2012-09-06 22:21
Sandra Felix,Ryan Heineman,9,1346937861,2012-09-06 22:24
Ryan Heineman,Bill Ristau,6,1346937892,2012-09-06 22:24
Sandra Felix,Raymond Distasio,7,1346937986,2012-09-06 22:26
Raymond Distasio,Bill Ristau,3,1346938008,2012-09-06 22:26
Sandra Felix,Lisa Turner,5,1346938099,2012-09-06 22:28
Lisa Turner,Bill Ristau,1,1346938123,2012-09-06 22:28
Tony Creek,Frances Gillis,2,1346943589,2012-09-06 23:59
Allen Owens,Emilio Smith,2,1346943864,2012-09-07 0:04
Teri James,Catherine Verley,1,1346947475,2012-09-07 1:04
Catherine Verley,Teri James,1,1346948185,2012-09-07 1:16
Michael Ashford,George Mclaughlin,2,1346948192,2012-09-07 1:16
Judy Davis,Shelia Tomlinson,1,1346952004,2012-09-07 2:20
Ollie Liddell,Robert Hesselschward,2,1346952712,2012-09-07 2:31
Robert Hesselschward,Ollie Liddell,2,1346952785,2012-09-07 2:33
Woodrow Pierce,James Leal,1,1346958370,2012-09-07 4:06
Diane Hunt,Cecilia Gaines,-4,1346959856,2012-09-07 4:30
Diane Hunt,Nicholas Bradley,10,1346959921,2012-09-07 4:32
Diane Hunt,Jack Rankin,2,1346961894,2012-09-07 5:04
Evelyn Smith,Lisa Terry,-10,1346963442,2012-09-07 5:30
Michael Ashford,Amanda Johnson,-10,1346965096,2012-09-07 5:58
Michael Ashford,Bill Ristau,-10,1346965164,2012-09-07 5:59
Ashley Mcguire,Bill Ristau,-5,1346966116,2012-09-07 6:15
Catherine Verley,Stephen Garcia,1,1346966997,2012-09-07 6:29
Carol Torres,Walter Hatch,-5,1346967680,2012-09-07 6:41
Mary Love,Kevin Sorge,-10,1346967848,2012-09-07 6:44
Rachel Kelley,Mary Love,8,1346969085,2012-09-07 7:04
Ryan Beltrami,Kevin Sorge,1,1346973648,2012-09-07 8:20
Rosemary Wilson,Bill Ristau,-10,1346974886,2012-09-07 8:41
James Leal,Bill Ristau,-10,1346977041,2012-09-07 9:17
Roberto Staley,Janet Richardson,2,1346980648,2012-09-07 10:17
Janet Richardson,Roberto Staley,2,1346981348,2012-09-07 10:29
Bill Ristau,Mary Baker,8,1346981739,2012-09-07 10:35
Bill Ristau,Natasha Dwight,6,1346981906,2012-09-07 10:38
Roberto Staley,Glenda Labelle,1,1346983608,2012-09-07 11:06
Glenda Labelle,Roberto Staley,1,1346983698,2012-09-07 11:08
Patricia Pallan,Bill Ristau,-10,1346983724,2012-09-07 11:08
Elizabeth Barber,Michael Ashford,7,1346987784,2012-09-07 12:16
Emilio Smith,Allen Owens,2,1346994401,2012-09-07 14:06
Glenda Labelle,Danielle Frank,1,1346997490,2012-09-07 14:58
Danielle Frank,Glenda Labelle,1,1346997863,2012-09-07 15:04
Glenda Labelle,Mary Baker,-4,1347000790,2012-09-07 15:53
Danielle Frank,Mary Baker,-10,1347001396,2012-09-07 16:03
Joann Hurt,Sandra Felix,-10,1347002865,2012-09-07 16:27
Joann Hurt,Michelle Bacon,-10,1347002877,2012-09-07 16:27
Joann Hurt,Melvin Dellano,-7,1347003590,2012-09-07 16:39
Joann Hurt,Roberto Havard,-3,1347003617,2012-09-07 16:40
Joann Hurt,Bill Ristau,-3,1347003716,2012-09-07 16:41
Joann Hurt,Donna Kelly,-3,1347003768,2012-09-07 16:42
Joann Hurt,Matthew Cohen,-3,1347003781,2012-09-07 16:43
Joann Hurt,Amanda Johnson,-10,1347003827,2012-09-07 16:43
Joann Hurt,Ryan Heineman,-1,1347003903,2012-09-07 16:45
Joann Hurt,Raymond Distasio,-1,1347003917,2012-09-07 16:45
Joann Hurt,Lisa Turner,-1,1347003930,2012-09-07 16:45
Joann Hurt,Judith Mcwaters,-1,1347003940,2012-09-07 16:45
Joann Hurt,Terry Rolle,-1,1347003951,2012-09-07 16:45
Joann Hurt,Dolores English,-1,1347003967,2012-09-07 16:46
Judy Davis,Jack Kraemer,1,1347006955,2012-09-07 17:35
Robert Michalek,Ted Logan,10,1347008738,2012-09-07 18:05
Ted Logan,Robert Michalek,10,1347008805,2012-09-07 18:06
Glenda Labelle,Stephen Garcia,1,1347011717,2012-09-07 18:55
Stephen Garcia,Glenda Labelle,1,1347011882,2012-09-07 18:58
James Leal,Roberto Havard,-10,1347013526,2012-09-07 19:25
James Leal,Michelle Bacon,-10,1347013538,2012-09-07 19:25
James Leal,Mary Baker,-10,1347013630,2012-09-07 19:27
James Leal,Melvin Dellano,-10,1347013708,2012-09-07 19:28
Kevin Sorge,Ryan Beltrami,1,1347026751,2012-09-07 23:05
Lawrence Utter,Tia Yanez,1,1347027223,2012-09-07 23:13
Stephen Garcia,Esther Walton,1,1347027445,2012-09-07 23:17
Esther Walton,Stephen Garcia,1,1347029009,2012-09-07 23:43
Carol Torres,Norma Mertens,-10,1347038737,2012-09-08 2:25
Dorothy Cline,Norma Mertens,-10,1347038874,2012-09-08 2:27
Rosemary Wilson,Natasha Dwight,-10,1347039039,2012-09-08 2:30
Annie Epstein,Esther Walton,1,1347041867,2012-09-08 3:17
Esther Walton,Annie Epstein,1,1347042208,2012-09-08 3:23
James Leal,Natasha Dwight,-10,1347042257,2012-09-08 3:24
Annie Epstein,Jeff Crowder,1,1347042462,2012-09-08 3:27
Jeff Crowder,Annie Epstein,1,1347042473,2012-09-08 3:27
Leon Ledbetter,Annie Epstein,1,1347043664,2012-09-08 3:47
Leon Ledbetter,Leo Almendarez,1,1347043680,2012-09-08 3:48
Leo Almendarez,Leon Ledbetter,1,1347043775,2012-09-08 3:49
Annie Epstein,Leon Ledbetter,2,1347043877,2012-09-08 3:51
Douglas Mccann,Ralph Tennyson,1,1347044488,2012-09-08 4:01
Ralph Tennyson,Douglas Mccann,2,1347044569,2012-09-08 4:02
Tia Yanez,Lawrence Utter,1,1347048135,2012-09-08 5:02
Kevin Sorge,Tia Yanez,1,1347048335,2012-09-08 5:05
Annie Epstein,Tia Yanez,1,1347050583,2012-09-08 5:43
Tia Yanez,Annie Epstein,1,1347050602,2012-09-08 5:43
Annie Epstein,William Wallace,1,1347054217,2012-09-08 6:43
William Wallace,Annie Epstein,1,1347054263,2012-09-08 6:44
Ryan Beltrami,Emily Chennault,2,1347054308,2012-09-08 6:45
Emily Chennault,Ryan Beltrami,2,1347054417,2012-09-08 6:46
Tia Yanez,Kevin Sorge,2,1347055998,2012-09-08 7:13
James Leal,Matthew Hudock,1,1347056268,2012-09-08 7:17
Esther Walton,James Leal,1,1347056554,2012-09-08 7:22
James Leal,Esther Walton,1,1347056653,2012-09-08 7:24
Matthew Hudock,James Leal,1,1347057548,2012-09-08 7:39
Robert Hesselschward,Janet Richardson,1,1347060234,2012-09-08 8:23
Janet Richardson,Robert Hesselschward,1,1347060797,2012-09-08 8:33
Elmer Longenberger,Janet Kirkham,1,1347062077,2012-09-08 8:54
Erika Quandt,James Leal,10,1347063347,2012-09-08 9:15
Ryan Beltrami,Rodney Parsons,1,1347072830,2012-09-08 11:53
Rodney Parsons,Ryan Beltrami,1,1347073086,2012-09-08 11:58
Ryan Beltrami,Tia Yanez,1,1347073514,2012-09-08 12:05
Tia Yanez,Ryan Beltrami,1,1347073584,2012-09-08 12:06
Bryan Parker,Sarah Rivera,2,1347076613,2012-09-08 12:56
Priscilla Newman,Robert Hesselschward,2,1347078521,2012-09-08 13:28
Johnnie Kunzler,Robert Walsh,1,1347078753,2012-09-08 13:32
Robert Hesselschward,Priscilla Newman,1,1347078790,2012-09-08 13:33
Matthew Hudock,Jody Jarvis,1,1347080298,2012-09-08 13:58
Chad Barger,Edward Ward,1,1347087624,2012-09-08 16:00
Edward Ward,Chad Barger,1,1347088482,2012-09-08 16:14
Geraldo Fink,Julie Goldberg,10,1347094869,2012-09-08 18:01
Geraldo Fink,Cindy Teano,-5,1347095647,2012-09-08 18:14
Stephanie Chapa,Merle Mcintyre,5,1347100822,2012-09-08 19:40
Josephine Sullivan,Judy Davis,1,1347102585,2012-09-08 20:09
Ronald Hale,Douglas Roach,2,1347104730,2012-09-08 20:45
Esther Walton,Erin Hermann,1,1347105443,2012-09-08 20:57
Erin Hermann,Esther Walton,1,1347105522,2012-09-08 20:58
Lawrence Utter,Lisa Terry,1,1347118863,2012-09-09 0:41
Lawrence Utter,Shelia Schilling,1,1347118946,2012-09-09 0:42
Donna Rodriguez,Lisa Terry,-5,1347119242,2012-09-09 0:47
John Estes,Lawrence Utter,1,1347119735,2012-09-09 0:55
Paul Blaylock,Victor Ferguson,-1,1347122733,2012-09-09 1:45
Paul Blaylock,Jack Rankin,8,1347122758,2012-09-09 1:45
Paul Blaylock,Elizabeth Span,8,1347122785,2012-09-09 1:46
Paul Blaylock,John Mancilla,8,1347122790,2012-09-09 1:46
Paul Blaylock,Irene Carr,8,1347122796,2012-09-09 1:46
Paul Blaylock,Larry Rindels,8,1347122805,2012-09-09 1:46
Paul Blaylock,Lisa Yeaton,3,1347122821,2012-09-09 1:47
Paul Blaylock,Judy Phan,5,1347122836,2012-09-09 1:47
Paul Blaylock,Bennie Winski,2,1347122876,2012-09-09 1:47
Paul Blaylock,Walter Hatch,5,1347122881,2012-09-09 1:48
John Estes,Erik Stone,1,1347131417,2012-09-09 4:10
Ted Logan,Lawrence Utter,1,1347135966,2012-09-09 5:26
Charles Duffy,John Estes,3,1347136451,2012-09-09 5:34
John Estes,Charles Duffy,2,1347136459,2012-09-09 5:34
Lawrence Utter,James Leal,2,1347141799,2012-09-09 7:03
James Leal,Lawrence Utter,2,1347141837,2012-09-09 7:03
James Leal,Randy Whitehead,1,1347149847,2012-09-09 9:17
Randy Whitehead,James Leal,1,1347150859,2012-09-09 9:34
Emilio Smith,Esther Walton,1,1347158584,2012-09-09 11:43
Esther Walton,Emilio Smith,1,1347158605,2012-09-09 11:43
John Spellman,Leigh Wedemeyer,1,1347180543,2012-09-09 17:49
Leigh Wedemeyer,John Spellman,1,1347180599,2012-09-09 17:49
Jessie Pereira,Judy Davis,1,1347189008,2012-09-09 20:10
Judy Davis,Jessie Pereira,1,1347189090,2012-09-09 20:11
Judy Davis,Erik Stone,1,1347191597,2012-09-09 20:53
Erik Stone,Judy Davis,1,1347191732,2012-09-09 20:55
Sheila Nix,Darryl Robertson,5,1347204968,2012-09-10 0:36
Dorothy Cline,Lindsay Brown,-10,1347208084,2012-09-10 1:28
Estelle Leon,Heather Phillips,1,1347242476,2012-09-10 11:01
Heather Phillips,Estelle Leon,1,1347242735,2012-09-10 11:05
Nancy Herring,Darryl Robertson,2,1347243115,2012-09-10 11:11
Annie Epstein,Michelle Ward,1,1347245781,2012-09-10 11:56
Michelle Ward,Annie Epstein,2,1347246008,2012-09-10 12:00
Annie Epstein,Heather Michael,1,1347246125,2012-09-10 12:02
Michelle Ward,Victor Ferguson,1,1347250542,2012-09-10 13:15
Victor Ferguson,Michelle Ward,1,1347250653,2012-09-10 13:17
Janet Kirkham,Charles Duffy,3,1347251484,2012-09-10 13:31
Charles Duffy,Janet Kirkham,3,1347251566,2012-09-10 13:32
Jack Rankin,Mary Love,1,1347257451,2012-09-10 15:10
Cindy Teano,Jody Jarvis,1,1347257586,2012-09-10 15:13
Elmer Longenberger,Julie Goldberg,1,1347257714,2012-09-10 15:15
Cindy Teano,Shelia Schilling,3,1347257941,2012-09-10 15:19
Cindy Teano,Georgia Wells,1,1347258274,2012-09-10 15:24
Cindy Teano,Mary Tisby,1,1347258508,2012-09-10 15:28
Cindy Teano,Sandra Lilly,1,1347258579,2012-09-10 15:29
Cindy Teano,Rosemary Wilson,1,1347258662,2012-09-10 15:31
Stephen Garcia,Jeff Crowder,2,1347266719,2012-09-10 17:45
Jeff Crowder,James Egan,1,1347270614,2012-09-10 18:50
James Egan,Jeff Crowder,1,1347270658,2012-09-10 18:50
Elizabeth Barber,Lisa Terry,-10,1347278724,2012-09-10 21:05
Natasha Dwight,Connie Schuler,6,1347280339,2012-09-10 21:32
Natasha Dwight,Jennifer Petaway,10,1347280367,2012-09-10 21:32
Jennifer Petaway,Connie Schuler,8,1347280396,2012-09-10 21:33
Connie Schuler,Ramon Taylor,9,1347280510,2012-09-10 21:35
Jennifer Petaway,Ramon Taylor,9,1347280527,2012-09-10 21:35
Ramon Taylor,Jennifer Petaway,9,1347280546,2012-09-10 21:35
Ramon Taylor,Dorothy Boteilho,7,1347280750,2012-09-10 21:39
Dorothy Boteilho,Ramon Taylor,9,1347280764,2012-09-10 21:39
Dorothy Boteilho,Connie Schuler,1,1347280811,2012-09-10 21:40
Dorothy Boteilho,Doris Everett,5,1347281225,2012-09-10 21:47
Doris Everett,Dorothy Boteilho,5,1347281252,2012-09-10 21:47
Doris Everett,Connie Schuler,2,1347281286,2012-09-10 21:48
Connie Schuler,Doris Everett,2,1347281321,2012-09-10 21:48
Connie Schuler,Dorothy Boteilho,1,1347281356,2012-09-10 21:49
Dorothy Boteilho,Joseph Wall,2,1347281455,2012-09-10 21:50
Joseph Wall,Connie Schuler,1,1347281490,2012-09-10 21:51
Connie Schuler,Joseph Wall,1,1347281514,2012-09-10 21:51
Connie Schuler,Jason Smyer,1,1347283657,2012-09-10 22:27
Jason Smyer,Connie Schuler,1,1347283664,2012-09-10 22:27
Connie Schuler,Sarah White,1,1347283776,2012-09-10 22:29
Sarah White,Connie Schuler,1,1347283780,2012-09-10 22:29
Connie Schuler,Brett Wells,2,1347283904,2012-09-10 22:31
Brett Wells,Connie Schuler,2,1347283917,2012-09-10 22:31
Elizabeth Barber,Helen Goff,3,1347287022,2012-09-10 23:23
Rosemary Wilson,Connie Schuler,-10,1347290857,2012-09-11 0:27
Shelia Schilling,Connie Schuler,-10,1347290897,2012-09-11 0:28
Rosemary Wilson,Dorothy Boteilho,-10,1347291055,2012-09-11 0:30
Rosemary Wilson,Joseph Wall,-10,1347291091,2012-09-11 0:31
Rosemary Wilson,Jason Smyer,-10,1347291122,2012-09-11 0:32
Rosemary Wilson,Doris Everett,-10,1347291149,2012-09-11 0:32
Rosemary Wilson,Jennifer Petaway,-10,1347291202,2012-09-11 0:33
Harriet Eddie,John Brown,3,1347294244,2012-09-11 1:24
Ryan Beltrami,Connie Schuler,-10,1347295518,2012-09-11 1:45
Jeff Crowder,Kevin Sorge,3,1347296052,2012-09-11 1:54
Kevin Sorge,Jeff Crowder,1,1347296130,2012-09-11 1:55
Shelia Schilling,Jennifer Petaway,-10,1347296540,2012-09-11 2:02
Shelia Schilling,Sarah White,-10,1347296583,2012-09-11 2:03
Shelia Schilling,Dorothy Boteilho,-10,1347296609,2012-09-11 2:03
Rosemary Wilson,Sarah White,-10,1347296626,2012-09-11 2:03
Maricela Klein,Douglas Mccann,5,1347302639,2012-09-11 3:43
Roberto Staley,Dorothy Cline,1,1347306377,2012-09-11 4:46
Dorothy Cline,Roberto Staley,1,1347306380,2012-09-11 4:46
Deborah Deeds,Heather Murillo,1,1347307429,2012-09-11 5:03
Tony Creek,Estelle Leon,2,1347307574,2012-09-11 5:06
Janet Kirkham,Kenneth Cowart,1,1347307692,2012-09-11 5:08
Tony Creek,John Eby,4,1347307729,2012-09-11 5:08
Tony Creek,Wanda Jackson,5,1347307806,2012-09-11 5:10
Heather Murillo,Deborah Deeds,1,1347307872,2012-09-11 5:11
Tony Creek,Felicia Miller,6,1347307962,2012-09-11 5:12
Tony Creek,John Spellman,2,1347308258,2012-09-11 5:17
Bill Goodlett,Kenneth Matlock,1,1347309028,2012-09-11 5:30
Kenneth Matlock,Bill Goodlett,1,1347309098,2012-09-11 5:31
Allen Owens,Shanna Orth,2,1347309205,2012-09-11 5:33
Allen Owens,Kevin Sorge,1,1347312390,2012-09-11 6:26
Kevin Sorge,Allen Owens,1,1347312434,2012-09-11 6:27
Matthew Hudock,Jeff Crowder,1,1347314660,2012-09-11 7:04
Jeff Crowder,Matthew Hudock,1,1347314671,2012-09-11 7:04
James Leal,Jennifer Petaway,-10,1347314679,2012-09-11 7:04
James Leal,Dorothy Boteilho,-10,1347314707,2012-09-11 7:05
James Leal,Sarah White,-10,1347314713,2012-09-11 7:05
James Leal,Connie Schuler,-10,1347314769,2012-09-11 7:06
Edward Ward,Tony Creek,1,1347317006,2012-09-11 7:43
Bill Goodlett,Kevin Sorge,1,1347317539,2012-09-11 7:52
Kevin Sorge,Bill Goodlett,1,1347317541,2012-09-11 7:52
Ashley Poch,Bryan Parker,1,1347318107,2012-09-11 8:01
Michael Ashford,Ruby Tinnin,1,1347318157,2012-09-11 8:02
Ruby Tinnin,Michael Ashford,3,1347320615,2012-09-11 8:43
Bryan Parker,Ashley Poch,1,1347323768,2012-09-11 9:36
Joseph Moran,Priscilla Zuhlke,3,1347335090,2012-09-11 12:44
Judy Davis,Ammie Snow,1,1347342579,2012-09-11 14:49
Theresa Bowman,Oscar Johnson,1,1347350915,2012-09-11 17:08
Oscar Johnson,Theresa Bowman,1,1347352073,2012-09-11 17:27
Joseph Hansen,Arthur Garvey,1,1347354475,2012-09-11 18:07
Arthur Garvey,Joseph Hansen,1,1347354579,2012-09-11 18:09
Judy Davis,Joan Copper,1,1347362762,2012-09-11 20:26
Linda Domingo,Jeff Crowder,2,1347364128,2012-09-11 20:48
Ryan Beltrami,Deborah Deeds,3,1347370438,2012-09-11 22:33
Deborah Deeds,Ryan Beltrami,3,1347370495,2012-09-11 22:34
Erin Hermann,Joseph Swanson,3,1347372244,2012-09-11 23:04
Douglas Garcia,Lisa Terry,-10,1347372415,2012-09-11 23:06
Cynthia Smith,Sandra Spooner,1,1347375707,2012-09-12 0:01
Arthur Garvey,Brenda Keller,1,1347375892,2012-09-12 0:04
Sandra Spooner,Cynthia Smith,3,1347376388,2012-09-12 0:13
Deborah Deeds,Douglas Mccann,1,1347388140,2012-09-12 3:28
Douglas Mccann,Deborah Deeds,1,1347388146,2012-09-12 3:29
Leo Almendarez,Rosemary Wilson,3,1347396872,2012-09-12 5:54
Rosemary Wilson,Leo Almendarez,3,1347396885,2012-09-12 5:54
Ahmad Martinez,Robert Walsh,1,1347404666,2012-09-12 8:04
Heather Phillips,Robert Hesselschward,1,1347407298,2012-09-12 8:48
Joan Copper,Judy Davis,1,1347407650,2012-09-12 8:54
Michael Ashford,Kathy Warne,1,1347407671,2012-09-12 8:54
Kathy Warne,Michael Ashford,1,1347408581,2012-09-12 9:09
Sally David,Stephen Cobb,1,1347409006,2012-09-12 9:16
Stephen Cobb,Sally David,1,1347409041,2012-09-12 9:17
Deborah Tomas,Lisa Terry,-10,1347409556,2012-09-12 9:25
Luis Rivers,Theresa Nava,1,1347410078,2012-09-12 9:34
Theresa Nava,Luis Rivers,1,1347410087,2012-09-12 9:34
Ashley Poch,Jeannette Randall,1,1347410378,2012-09-12 9:39
Jeannette Randall,Ashley Poch,1,1347410401,2012-09-12 9:40
Harriet Eddie,Lisa Terry,-2,1347416073,2012-09-12 11:14
Glenda Labelle,Shane Cunningham,-1,1347417539,2012-09-12 11:38
Ryan Beltrami,Shane Cunningham,2,1347418145,2012-09-12 11:49
Glenda Labelle,Frances Mansfield,1,1347418541,2012-09-12 11:55
Frances Mansfield,Glenda Labelle,1,1347418598,2012-09-12 11:56
George Mclaughlin,Michael Ashford,2,1347419477,2012-09-12 12:11
Thomas Reyes,Shaun Young,2,1347431546,2012-09-12 15:32
John Spellman,Brian Wiggins,2,1347437473,2012-09-12 17:11
Oscar Johnson,Leon Ledbetter,1,1347446485,2012-09-12 19:41
Vera Chafin,Sally Kight,1,1347455735,2012-09-12 22:15
Michael Ashford,Arlene Gullo,1,1347456916,2012-09-12 22:35
Arlene Gullo,Michael Ashford,1,1347456976,2012-09-12 22:36
Sally Kight,Vera Chafin,1,1347456988,2012-09-12 22:36
Sally Kight,Darryl Robertson,1,1347457018,2012-09-12 22:36
Sally Kight,Sofia Eubanks,5,1347457056,2012-09-12 22:37
Ahmad Martinez,Norma Mertens,1,1347458499,2012-09-12 23:01
Ahmad Martinez,Erik Stone,1,1347458515,2012-09-12 23:01
Erik Stone,Ahmad Martinez,1,1347461395,2012-09-12 23:49
Erik Stone,Deborah Deeds,1,1347462327,2012-09-13 0:05
Deborah Deeds,Erik Stone,1,1347462348,2012-09-13 0:05
Deborah Deeds,Ira Worley,2,1347462565,2012-09-13 0:09
Ira Worley,Deborah Deeds,2,1347462614,2012-09-13 0:10
Tia Yanez,Deborah Deeds,2,1347462950,2012-09-13 0:15
Deborah Deeds,Tia Yanez,2,1347462987,2012-09-13 0:16
Michael Ashford,Leo Almendarez,3,1347466145,2012-09-13 1:09
Shaun Young,Thomas Reyes,2,1347466178,2012-09-13 1:09
Jean Mccomber,Jody Jarvis,3,1347494629,2012-09-13 9:03
Marvin Thomas,Cindy Teano,-1,1347496078,2012-09-13 9:27
Rosemary Wilson,Norma Mertens,3,1347496203,2012-09-13 9:30
Annie Epstein,Neva Dowell,1,1347504447,2012-09-13 11:47
Annie Epstein,Dinah Abrams,1,1347505392,2012-09-13 12:03
Dinah Abrams,Annie Epstein,1,1347505421,2012-09-13 12:03
Neva Dowell,Annie Epstein,1,1347507816,2012-09-13 12:43
Jody Jarvis,Josephine Sullivan,1,1347508020,2012-09-13 12:47
Jody Jarvis,Matthew Hudock,1,1347508086,2012-09-13 12:48
Jody Jarvis,Callie Criner,1,1347508143,2012-09-13 12:49
Jean Mccomber,Annie Epstein,1,1347509858,2012-09-13 13:17
Annie Epstein,Jean Mccomber,1,1347512312,2012-09-13 13:58
Ashley Mcguire,Danielle Frank,2,1347517311,2012-09-13 15:21
Josephine Sullivan,Jody Jarvis,1,1347519911,2012-09-13 16:05
Michael Ashford,William Sweeden,1,1347522665,2012-09-13 16:51
Judy Davis,Teresa Martin,1,1347544241,2012-09-13 22:50
Teresa Martin,Judy Davis,1,1347544382,2012-09-13 22:53
Curtis Biggs,Don Slaughter,1,1347546930,2012-09-13 23:35
Jimmie Tidwell,Teresa Martin,1,1347553099,2012-09-14 1:18
Teresa Martin,Jimmie Tidwell,1,1347553232,2012-09-14 1:20
James Egan,Teresa Martin,1,1347556625,2012-09-14 2:17
Teresa Martin,James Egan,1,1347557366,2012-09-14 2:29
Jason Horton,Walter Warr,1,1347558055,2012-09-14 2:40
Frances Barnes,Douglas Mccann,2,1347558702,2012-09-14 2:51
Rick Hankins,Ryan Beltrami,1,1347560149,2012-09-14 3:15
Ryan Beltrami,Rick Hankins,1,1347560285,2012-09-14 3:18
Frances Barnes,Jody Jarvis,1,1347562366,2012-09-14 3:52
Jody Jarvis,Frances Barnes,1,1347562443,2012-09-14 3:54
William Wallace,Douglas Mccann,1,1347565115,2012-09-14 4:38
Douglas Mccann,William Wallace,1,1347565191,2012-09-14 4:39
Walter Warr,Jason Horton,1,1347572049,2012-09-14 6:34
Esther Walton,Allen Owens,1,1347575952,2012-09-14 7:39
Allen Owens,Esther Walton,1,1347575965,2012-09-14 7:39
Michael Ashford,Chester Holt,4,1347576691,2012-09-14 7:51
Rosa Hillard,Ryan Beltrami,3,1347584597,2012-09-14 10:03
Ryan Beltrami,Rosa Hillard,3,1347584658,2012-09-14 10:04
Ryan Beltrami,Teresa Martin,2,1347588085,2012-09-14 11:01
Teresa Martin,Ryan Beltrami,2,1347588173,2012-09-14 11:02
Leon Ledbetter,Robert Walsh,10,1347594764,2012-09-14 12:52
Leon Ledbetter,Robert Hesselschward,10,1347594770,2012-09-14 12:52
Robert Hesselschward,Leon Ledbetter,10,1347594852,2012-09-14 12:54
Judy Davis,Debbie Koontz,1,1347614329,2012-09-14 18:18
Judy Davis,Tommy Kasper,1,1347614339,2012-09-14 18:18
Judy Davis,Warren Tucker,1,1347614344,2012-09-14 18:19
Michael Ashford,Stephanie Chapa,4,1347629105,2012-09-14 22:25
Frances Barnes,Marion Besaw,1,1347629177,2012-09-14 22:26
Marion Besaw,Frances Barnes,1,1347629192,2012-09-14 22:26
Stephanie Chapa,Michael Ashford,5,1347629221,2012-09-14 22:27
Frances Barnes,James Leal,-4,1347636033,2012-09-15 0:20
Marion Besaw,James Leal,-1,1347636143,2012-09-15 0:22
Frances Barnes,Minnie Korn,1,1347636231,2012-09-15 0:23
Minnie Korn,James Leal,-5,1347636237,2012-09-15 0:23
Minnie Korn,Frances Barnes,2,1347636260,2012-09-15 0:24
Frances Barnes,Brett Wells,10,1347636451,2012-09-15 0:27
Brett Wells,James Leal,-7,1347636454,2012-09-15 0:27
Stephen Garcia,Don Slaughter,1,1347636799,2012-09-15 0:33
Don Slaughter,Stephen Garcia,1,1347636951,2012-09-15 0:35
Kenneth Alvarez,Teri James,1,1347652361,2012-09-15 4:52
James Leal,Minnie Korn,-10,1347654153,2012-09-15 5:22
James Leal,Brett Wells,-10,1347654163,2012-09-15 5:22
